Ticket #,date_time, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,Truck #_clean,tax_exempt,id_truck,id_mat,material,id_cust,Trucksize
171035,2026-02-05T15:46:00,$165.00 ,MREX,Mentor Pool (2741),2741,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,93,Axle 4_5
171036,2026-02-05T15:59:00,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,Credit - Dozer Enterprise - Pavlowski,other clean hard fill,IN,2026,DOZ02,N,223,18.0,Other Clean Hard Fill,40,Axle 1
171037,2026-02-05T16:07:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV10,Y,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171038,2026-02-06T09:33:00,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,Credit - Dozer Enterprise - Pavlowski,other clean hard fill,IN,2026,DOZ02,N,223,18.0,Other Clean Hard Fill,40,Axle 1
171039,2026-02-09T08:46:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171040,2026-02-09T08:58:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171041,2026-02-09T09:06:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID904,N,111,18.0,Other Clean Hard Fill,87,Axle 1
171042,2026-02-09T09:58:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171043,2026-02-09T10:16:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID904,N,111,18.0,Other Clean Hard Fill,87,Axle 1
171044,2026-02-09T10:52:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171045,2026-02-09T11:03:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID906,N,112,18.0,Other Clean Hard Fill,87,Axle 1
171046,2026-02-09T11:07:00,$195.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,ME7207,N,125,18.0,Other Clean Hard Fill,106,Semi
171047,2026-02-09T11:07:00,$234.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,ME7207,N,125,21.0,Sand Screened,106,Semi
171048,2026-02-09T11:07:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID904,N,111,18.0,Other Clean Hard Fill,87,Axle 1
171049,2026-02-09T15:05:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171050,2026-02-09T15:16:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171051,2026-02-09T16:21:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171052,2026-02-09T16:30:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171053,2026-02-10T08:09:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171054,2026-02-10T08:14:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171055,2026-02-10T08:23:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171056,2026-02-10T09:12:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171057,2026-02-10T09:24:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171058,2026-02-10T09:42:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171059,2026-02-10T10:29:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171060,2026-02-10T10:59:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171061,2026-02-10T11:16:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171062,2026-02-10T12:28:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
171063,2026-02-10T12:32:00,$500.00 ,Petty Group LLC,NEORSD Westerly (6835),6835,slop,IN,2026,MEHYD,Y,126,23.0,Slop,106,Hydrovac
171064,2026-02-10T13:13:00,$500.00 ,Don Wartko Construction,Shaker Hts.,Shaker Hts.,slop,IN,2026,TK041,N,61,23.0,Slop,49,Hydrovac
171065,2026-02-10T13:44:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171066,2026-02-10T13:44:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171067,2026-02-11T08:05:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171068,2026-02-11T08:06:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171069,2026-02-11T08:59:00,$165.00 ,MREX,Mentor Pool (2741),2741,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,93,Axle 4_5
171070,2026-02-11T09:00:00,$198.00 ,MREX,Mentor Pool (2741),2741,sand screened,OUT,2026,DEV3,Y,52,21.0,Sand Screened,93,Axle 4_5
171071,2026-02-11T09:15:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171072,2026-02-11T10:22:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171073,2026-02-11T10:23:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171074,2026-02-11T10:55:00,$165.00 ,MREX,Mentor Pool (2741),2741,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,93,Axle 4_5
171075,2026-02-11T10:55:00,$198.00 ,MREX,Mentor Pool (2741),2741,sand screened,OUT,2026,DEV3,Y,52,21.0,Sand Screened,93,Axle 4_5
171076,2026-02-11T12:29:00,$165.00 ,MREX,Mentor Pool (2741),2741,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,93,Axle 4_5
171077,2026-02-11T12:37:00,$500.00 ,Don Wartko Construction,Shaker Hts.,Shaker Hts.,slop,IN,2026,TK095,N,72,23.0,Slop,49,Hydrovac
171078,2026-02-11T13:42:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171079,2026-02-11T13:56:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID906,N,112,18.0,Other Clean Hard Fill,87,Axle 1
171080,2026-02-11T14:45:00,$500.00 ,Petty Group LLC,Meijer 339 Bainbridge (7449),7449,slop,IN,2026,MEHYD,N,126,23.0,Slop,106,Hydrovac
171081,2026-02-12T08:20:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171082,2026-02-12T08:36:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171083,2026-02-12T08:36:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171084,2026-02-12T08:41:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171085,2026-02-12T09:31:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171086,2026-02-12T10:07:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171087,2026-02-12T10:32:00,$75.00 ,Credit Card Sales,Credit - O.M. Construction,Credit - O.M. Construction,other clean hard fill,IN,2026,OMC1,N,147,18.0,Other Clean Hard Fill,40,Axle 1
171088,2026-02-12T10:39:00,$500.00 ,MREX,Mentor Pool (2741),2741,slop,IN,2026,MEHYD,Y,126,23.0,Slop,93,Hydrovac
171089,2026-02-12T11:04:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171090,2026-02-12T12:07:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171091,2026-02-12T13:03:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171092,2026-02-12T14:10:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171093,2026-02-12T15:04:00,$500.00 ,Petty Group LLC,Meijer 339 Bainbridge (7449),7449,slop,IN,2026,MEHYD,N,126,23.0,Slop,106,Hydrovac
171094,2026-02-13T07:59:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID906,N,112,18.0,Other Clean Hard Fill,87,Axle 1
171095,2026-02-13T14:25:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,broken concrete,IN,2026,MID904,N,111,11.0,Broken Concrete,87,Axle 1
171096,2026-02-16T08:09:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171097,2026-02-16T08:12:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171098,2026-02-16T08:36:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,rubble,IN,2026,DEV5,Y,54,19.0,Rubble,106,Axle 4_5
171099,2026-02-16T09:04:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,rubble,IN,2026,DEV3,Y,52,19.0,Rubble,106,Axle 4_5
171100,2026-02-16T09:08:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,broken concrete,IN,2026,MID904,N,111,11.0,Broken Concrete,87,Axle 1
171101,2026-02-16T09:21:00,$75.00 ,Credit Card Sales,Credit - O.M. Construction,Credit - O.M. Construction,other clean hard fill,IN,2026,OMC1,N,147,18.0,Other Clean Hard Fill,40,Axle 1
171102,2026-02-16T10:19:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171103,2026-02-16T10:31:00,$75.00 ,Credit Card Sales,Credit - O.M. Construction,Credit - O.M. Construction,other clean hard fill,IN,2026,OMC1,N,147,18.0,Other Clean Hard Fill,40,Axle 1
171104,2026-02-16T10:35:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,106,Axle 4_5
171105,2026-02-16T10:41:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,rubble,IN,2026,DEV3,Y,52,19.0,Rubble,106,Axle 4_5
171106,2026-02-16T11:38:00,$500.00 ,MREX,Repairs for Others 2026 (2761) - Panzica,Repairs for Others 2026 (2761) - Panzica,slop,IN,2026,MEHYD,N,126,23.0,Slop,93,Hydrovac
171107,2026-02-16T11:42:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,106,Axle 4_5
171108,2026-02-16T11:58:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,106,Axle 4_5
171109,2026-02-16T12:18:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID904,N,111,18.0,Other Clean Hard Fill,87,Axle 1
171110,2026-02-16T12:23:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171111,2026-02-16T12:23:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171112,2026-02-16T12:50:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,rubble,IN,2026,DEV3,Y,52,19.0,Rubble,106,Axle 4_5
171113,2026-02-16T13:09:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,other clean hard fill,IN,2026,ME7190,N,124,18.0,Other Clean Hard Fill,50,Axle 4_5
171114,2026-02-16T13:14:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,106,Axle 4_5
171115,2026-02-16T13:36:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171116,2026-02-16T13:43:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID904,N,111,18.0,Other Clean Hard Fill,87,Axle 1
171117,2026-02-16T13:44:00,$500.00 ,Don Wartko Construction,Madison Ave. - Lakewood,Madison Ave. - Lakewood,slop,IN,2026,TK046,N,63,23.0,Slop,49,Hydrovac
171118,2026-02-16T13:53:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,106,Axle 4_5
171119,2026-02-16T13:53:00,$500.00 ,Don Wartko Construction,Shaker Hts.,Shaker Hts.,slop,IN,2026,TK041,N,61,23.0,Slop,49,Hydrovac
171120,2026-02-16T14:27:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7190,N,124,11.0,Broken Concrete,50,Axle 4_5
171121,2026-02-16T14:55:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171122,2026-02-16T15:49:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171123,2026-02-16T15:49:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171124,2026-02-17T07:42:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171125,2026-02-17T07:43:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171126,2026-02-17T08:27:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171127,2026-02-17T08:35:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171128,2026-02-17T08:41:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171129,2026-02-17T08:53:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV3,N,52,11.0,Broken Concrete,50,Axle 4_5
171130,2026-02-17T09:03:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171131,2026-02-17T09:17:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,broken concrete,IN,2026,MID906,N,112,11.0,Broken Concrete,87,Axle 1
171132,2026-02-17T09:25:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171133,2026-02-17T10:05:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171134,2026-02-17T10:05:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171135,2026-02-17T10:31:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV3,N,52,11.0,Broken Concrete,50,Axle 4_5
171136,2026-02-17T10:32:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171137,2026-02-17T10:50:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171138,2026-02-17T11:12:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171139,2026-02-17T11:13:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171140,2026-02-17T11:19:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171141,2026-02-17T11:49:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171142,2026-02-17T11:51:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV3,N,52,11.0,Broken Concrete,50,Axle 4_5
171143,2026-02-17T11:57:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171144,2026-02-17T12:07:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171145,2026-02-17T12:31:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171146,2026-02-17T12:31:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171147,2026-02-17T12:44:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171148,2026-02-17T12:59:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV3,N,52,11.0,Broken Concrete,50,Axle 4_5
171149,2026-02-17T13:03:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171150,2026-02-17T13:15:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171151,2026-02-17T13:22:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171152,2026-02-17T13:48:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171153,2026-02-17T13:49:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171154,2026-02-17T14:01:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171155,2026-02-17T14:09:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV3,N,52,11.0,Broken Concrete,50,Axle 4_5
171156,2026-02-17T14:19:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171157,2026-02-17T14:31:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171158,2026-02-17T15:01:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171159,2026-02-17T15:10:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171160,2026-02-17T15:11:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171161,2026-02-17T15:31:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171162,2026-02-17T15:35:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV3,N,52,11.0,Broken Concrete,50,Axle 4_5
171163,2026-02-17T15:49:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171164,2026-02-17T16:02:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171165,2026-02-17T16:09:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171166,2026-02-17T16:23:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171167,2026-02-17T16:27:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171168,2026-02-18T07:40:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171169,2026-02-18T08:15:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171170,2026-02-18T08:19:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171171,2026-02-18T08:23:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID906,N,112,18.0,Other Clean Hard Fill,87,Axle 1
171172,2026-02-18T08:30:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171173,2026-02-18T09:04:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171174,2026-02-18T09:23:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV3,Y,52,,,106,Axle 4_5
171175,2026-02-18T09:35:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171176,2026-02-18T09:43:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171177,2026-02-18T09:49:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171178,2026-02-18T09:54:00,$120.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,BR247,N,217,18.0,Other Clean Hard Fill,96,TriAxle
171179,2026-02-18T09:56:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,CJ4951,N,226,18.0,Other Clean Hard Fill,96,Axle 4_5
171180,2026-02-18T10:11:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171181,2026-02-18T10:19:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171182,2026-02-18T10:19:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171183,2026-02-18T10:42:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171184,2026-02-18T10:57:00,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,ME7207,N,125,11.0,Broken Concrete,50,Semi
171185,2026-02-18T11:07:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171186,2026-02-18T11:21:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
