Ticket #,date_time, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,Truck #_clean,tax_exempt,id_truck,id_mat,material,id_cust,Trucksize
171187,2026-02-18T11:33:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171188,2026-02-18T11:39:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171189,2026-02-18T11:40:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171190,2026-02-18T12:25:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171191,2026-02-18T12:49:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171192,2026-02-18T12:52:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171193,2026-02-18T12:55:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,RHT247,N,161,11.0,Broken Concrete,50,Axle 4_5
171194,2026-02-18T12:58:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171195,2026-02-18T13:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171196,2026-02-18T13:20:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171197,2026-02-18T14:13:00,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,50,Axle 4_5
171198,2026-02-18T14:34:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171199,2026-02-18T14:34:00,$198.00 ,Petty Group LLC,W.26th Apartments (2743),2743,sand screened,OUT,2026,DEV3,Y,52,21.0,Sand Screened,106,Axle 4_5
171200,2026-02-18T14:40:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171201,2026-02-18T15:59:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171202,2026-02-18T15:59:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171203,2026-02-19T07:53:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171204,2026-02-19T08:19:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171205,2026-02-19T08:26:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171206,2026-02-19T08:36:00,$120.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,BR247,N,217,18.0,Other Clean Hard Fill,96,TriAxle
171207,2026-02-19T08:40:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,AFAB432,N,227,18.0,Other Clean Hard Fill,96,Axle 4_5
171208,2026-02-19T08:44:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,CJ4951,N,226,18.0,Other Clean Hard Fill,96,Axle 4_5
171209,2026-02-19T09:14:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171210,2026-02-19T09:56:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171211,2026-02-19T09:58:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171212,2026-02-19T10:29:00,$500.00 ,"Marra Services, Inc.",Harvard/Denison Area,Harvard/Denison Area,slop,IN,2026,MARRA6,N,101,23.0,Slop,84,Axle 1
171213,2026-02-19T10:36:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171214,2026-02-19T10:55:00,$120.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,BR247,N,217,18.0,Other Clean Hard Fill,96,TriAxle
171215,2026-02-19T11:00:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,CJ4951,N,226,18.0,Other Clean Hard Fill,96,Axle 4_5
171216,2026-02-19T11:05:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171217,2026-02-19T11:05:00,$308.00 ,Petty Group LLC,W.26th Apartments (2743),2743,#1&2 recycled concrete,OUT,2026,DEV3,Y,52,1.0,#1&2 Recycled Concrete,106,Axle 4_5
171218,2026-02-19T11:19:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171219,2026-02-19T11:19:00,$308.00 ,Petty Group LLC,W.26th Apartments (2743),2743,#1&2 recycled concrete,OUT,2026,DEV5,Y,54,1.0,#1&2 Recycled Concrete,106,Axle 4_5
171220,2026-02-19T11:37:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,AFAB432,N,227,18.0,Other Clean Hard Fill,96,Axle 4_5
171221,2026-02-19T11:53:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171222,2026-02-19T12:15:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171223,2026-02-19T12:37:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171224,2026-02-19T12:53:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,CJ4951,N,226,18.0,Other Clean Hard Fill,96,Axle 4_5
171225,2026-02-19T13:06:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171226,2026-02-19T13:22:00,$120.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,BR247,N,217,18.0,Other Clean Hard Fill,96,TriAxle
171227,2026-02-19T13:27:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,AFAB432,N,227,18.0,Other Clean Hard Fill,96,Axle 4_5
171228,2026-02-19T13:58:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171229,2026-02-19T14:23:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171230,2026-02-19T14:41:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171231,2026-02-19T15:17:00,$120.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,BR247,N,217,18.0,Other Clean Hard Fill,96,TriAxle
171232,2026-02-19T15:18:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171233,2026-02-19T15:33:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,CJ4951,N,226,18.0,Other Clean Hard Fill,96,Axle 4_5
171234,2026-02-19T15:35:00,$165.00 ,North Coast Paving,JCU,JCU,other clean hard fill,IN,2026,AFAB432,N,227,18.0,Other Clean Hard Fill,96,Axle 4_5
171235,2026-02-19T15:42:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV5,Y,54,18.0,Other Clean Hard Fill,106,Axle 4_5
171236,2026-02-20T13:28:00,$500.00 ,Don Wartko Construction,Broadview Hts.,Broadview Hts.,slop,IN,2026,TK057,N,65,23.0,Slop,49,Hydrovac
171237,2026-02-20T13:33:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,broken concrete,IN,2026,MID904,N,111,11.0,Broken Concrete,87,Axle 1
171238,2026-02-23T07:43:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171239,2026-02-23T07:43:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171240,2026-02-23T07:51:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171241,2026-02-23T07:53:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171242,2026-02-23T08:01:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
171243,2026-02-23T08:06:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAL07,N,99,18.0,Other Clean Hard Fill,106,Axle 4_5
171244,2026-02-23T08:13:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL12,N,164,18.0,Other Clean Hard Fill,121,Axle 4_5
171245,2026-02-23T08:19:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL14,N,216,18.0,Other Clean Hard Fill,121,Axle 4_5
171246,2026-02-23T08:22:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171247,2026-02-23T08:32:00,$90.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,HAG7,N,228,18.0,Other Clean Hard Fill,121,Tandem
171248,2026-02-23T09:04:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171249,2026-02-23T09:04:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
171250,2026-02-23T09:11:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171251,2026-02-23T09:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171252,2026-02-23T09:19:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL12,N,164,18.0,Other Clean Hard Fill,121,Axle 4_5
171253,2026-02-23T09:23:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL14,N,216,18.0,Other Clean Hard Fill,121,Axle 4_5
171254,2026-02-23T09:47:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171255,2026-02-23T09:47:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,JEFF333,N,212,18.0,Other Clean Hard Fill,121,Axle 4_5
171256,2026-02-23T09:47:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,PET23,N,229,18.0,Other Clean Hard Fill,106,Axle 4_5
171257,2026-02-23T09:48:00,$90.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,HAG7,N,228,18.0,Other Clean Hard Fill,121,Tandem
171258,2026-02-23T09:56:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAL07,N,99,18.0,Other Clean Hard Fill,106,Axle 4_5
171259,2026-02-23T10:04:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
171260,2026-02-23T10:09:00,$90.00 ,Credit Card Sales,Credit - Mayes & Sons,Credit - Mayes & Sons,sand screened,OUT,2026,MAYES255,N,230,21.0,Sand Screened,40,Axle 1
171261,2026-02-23T10:13:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171262,2026-02-23T10:14:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,RHT247,N,161,18.0,Other Clean Hard Fill,106,Axle 4_5
171263,2026-02-23T10:16:00,$90.00 ,Credit Card Sales,Credit - Mayes & Sons,Credit - Mayes & Sons,sand screened,OUT,2026,BUTTS155,N,231,21.0,Sand Screened,40,Axle 1
171264,2026-02-23T10:17:00,$90.00 ,Credit Card Sales,Credit - Mayes & Sons,Credit - Mayes & Sons,sand screened,OUT,2026,BUTTS1,N,232,21.0,Sand Screened,40,Axle 1
171265,2026-02-23T10:17:00,$75.00 ,Credit Card Sales,Credit - Mayes & Sons,Credit - Mayes & Sons,other clean hard fill,IN,2026,BUTTS155,N,231,18.0,Other Clean Hard Fill,40,Axle 1
171266,2026-02-23T10:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171267,2026-02-23T10:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171268,2026-02-23T10:21:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL12,N,164,18.0,Other Clean Hard Fill,121,Axle 4_5
171269,2026-02-23T10:27:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171270,2026-02-23T10:28:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL14,N,216,18.0,Other Clean Hard Fill,121,Axle 4_5
171271,2026-02-23T10:47:00,$90.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,HAG7,N,228,18.0,Other Clean Hard Fill,121,Tandem
171272,2026-02-23T10:50:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,PET331,N,233,11.0,Broken Concrete,93,Axle 4_5
171273,2026-02-23T10:55:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,PET23,N,229,18.0,Other Clean Hard Fill,106,Axle 4_5
171274,2026-02-23T10:55:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
171275,2026-02-23T11:02:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAL07,N,99,18.0,Other Clean Hard Fill,106,Axle 4_5
171276,2026-02-23T11:10:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171277,2026-02-23T11:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171278,2026-02-23T11:29:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,RHT247,N,161,18.0,Other Clean Hard Fill,106,Axle 4_5
171279,2026-02-23T11:34:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171280,2026-02-23T11:35:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL12,N,164,18.0,Other Clean Hard Fill,121,Axle 4_5
171281,2026-02-23T11:49:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL14,N,216,18.0,Other Clean Hard Fill,121,Axle 4_5
171282,2026-02-23T11:50:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171283,2026-02-23T11:51:00,$90.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,HAG7,N,228,18.0,Other Clean Hard Fill,121,Tandem
171284,2026-02-23T11:58:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171285,2026-02-23T11:58:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,PET331,N,233,11.0,Broken Concrete,93,Axle 4_5
171286,2026-02-23T11:59:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
171287,2026-02-23T12:05:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAL07,N,99,18.0,Other Clean Hard Fill,106,Axle 4_5
171288,2026-02-23T12:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,PET23,N,229,18.0,Other Clean Hard Fill,106,Axle 4_5
171289,2026-02-23T12:33:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171290,2026-02-23T12:38:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL12,N,164,18.0,Other Clean Hard Fill,121,Axle 4_5
171291,2026-02-23T12:45:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171292,2026-02-23T12:45:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171293,2026-02-23T12:46:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL14,N,216,18.0,Other Clean Hard Fill,121,Axle 4_5
171294,2026-02-23T12:47:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171295,2026-02-23T12:59:00,$90.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,HAG7,N,228,18.0,Other Clean Hard Fill,121,Tandem
171296,2026-02-23T13:03:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
171297,2026-02-23T13:08:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171298,2026-02-23T13:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,RHT247,N,161,18.0,Other Clean Hard Fill,106,Axle 4_5
171299,2026-02-23T13:22:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,PET331,N,233,11.0,Broken Concrete,93,Axle 4_5
171300,2026-02-23T13:25:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAL07,N,99,18.0,Other Clean Hard Fill,106,Axle 4_5
171301,2026-02-23T13:27:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,PET23,N,229,18.0,Other Clean Hard Fill,106,Axle 4_5
171302,2026-02-23T13:42:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171303,2026-02-23T13:50:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL12,N,164,18.0,Other Clean Hard Fill,121,Axle 4_5
171304,2026-02-23T13:51:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171305,2026-02-23T13:54:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171306,2026-02-23T13:55:00,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand screened,OUT,2026,DEV10,N,48,21.0,Sand Screened,106,Axle 4_5
171307,2026-02-23T13:58:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL14,N,216,18.0,Other Clean Hard Fill,121,Axle 4_5
171308,2026-02-23T14:01:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV5,Y,54,,,106,Axle 4_5
171309,2026-02-23T14:07:00,$90.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,HAG7,N,228,18.0,Other Clean Hard Fill,121,Tandem
171310,2026-02-23T14:08:00,$500.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,slop,IN,2026,MEHYD,N,126,23.0,Slop,106,Hydrovac
171311,2026-02-23T14:15:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171312,2026-02-23T14:20:00,$165.00 ,Shook Construction Co. ,Bedford,Bedford,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
171313,2026-02-23T14:42:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,PET331,N,233,11.0,Broken Concrete,93,Axle 4_5
171314,2026-02-23T14:44:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAL07,N,99,18.0,Other Clean Hard Fill,106,Axle 4_5
171315,2026-02-23T14:50:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,PET23,N,229,18.0,Other Clean Hard Fill,106,Axle 4_5
171316,2026-02-23T14:55:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171317,2026-02-23T15:06:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
171318,2026-02-23T15:16:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171319,2026-02-23T15:26:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171320,2026-02-23T15:58:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAL07,N,99,18.0,Other Clean Hard Fill,106,Axle 4_5
171321,2026-02-23T16:16:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171322,2026-02-23T16:16:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,PET331,N,233,11.0,Broken Concrete,93,Axle 4_5
171323,2026-02-23T16:23:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,PET23,N,229,18.0,Other Clean Hard Fill,106,Axle 4_5
171324,2026-02-24T07:33:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171325,2026-02-24T07:42:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,MAK22,N,97,18.0,Other Clean Hard Fill,106,Axle 4_5
171326,2026-02-24T07:44:00,$165.00 ,MREX,FlexJet (2220),2220,other clean hard fill,IN,2026,DEV11,N,49,18.0,Other Clean Hard Fill,93,Axle 4_5
171327,2026-02-24T07:53:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,C2H19,N,235,18.0,Other Clean Hard Fill,106,Axle 4_5
