id,ticket_number,ticket_year,ticket_sequence,direction,created_at,job_id,job_code_snapshot,job_name_snapshot,customer_snapshot,truck_id,truck_number_snapshot,material_id,material_name_snapshot,quantity,unit,notes,pdf_path,pdf_blob,tax_exempt,cost,active,modified_to_id
2921,DT-2026-000249,2026,249,IN,2026-01-08T18:05:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2922,DT-2026-000250,2026,250,IN,2026-01-08T18:20:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,48.0,DEV10,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2923,DT-2026-000251,2026,251,OUT,2026-01-09T08:02:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2924,DT-2026-000252,2026,252,IN,2026-01-09T08:11:00,,Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",215.0,SEITZ03,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2925,DT-2026-000253,2026,253,IN,2026-01-09T08:17:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,163.0,RL10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2926,DT-2026-000254,2026,254,IN,2026-01-09T08:21:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2927,DT-2026-000255,2026,255,IN,2026-01-09T08:21:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,164.0,RL12,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2928,DT-2026-000256,2026,256,IN,2026-01-09T08:26:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2929,DT-2026-000257,2026,257,IN,2026-01-09T08:51:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,216.0,RL14,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2930,DT-2026-000258,2026,258,OUT,2026-01-09T09:02:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2931,DT-2026-000259,2026,259,IN,2026-01-09T09:14:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2932,DT-2026-000260,2026,260,IN,2026-01-09T09:15:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2933,DT-2026-000261,2026,261,IN,2026-01-09T09:16:00,,Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",215.0,SEITZ03,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2934,DT-2026-000262,2026,262,IN,2026-01-09T09:17:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,163.0,RL10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2935,DT-2026-000263,2026,263,IN,2026-01-09T09:28:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2936,DT-2026-000264,2026,264,IN,2026-01-09T09:42:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2937,DT-2026-000265,2026,265,OUT,2026-01-09T09:52:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2938,DT-2026-000266,2026,266,IN,2026-01-09T10:20:00,,Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",215.0,SEITZ03,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2939,DT-2026-000267,2026,267,IN,2026-01-09T10:36:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2940,DT-2026-000268,2026,268,IN,2026-01-09T10:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2941,DT-2026-000269,2026,269,OUT,2026-01-09T10:47:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2942,DT-2026-000270,2026,270,IN,2026-01-09T11:25:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2943,DT-2026-000271,2026,271,IN,2026-01-09T11:37:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2944,DT-2026-000272,2026,272,IN,2026-01-09T11:44:00,,Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",215.0,SEITZ03,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2945,DT-2026-000273,2026,273,OUT,2026-01-09T12:16:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2946,DT-2026-000274,2026,274,IN,2026-01-09T13:22:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2947,DT-2026-000275,2026,275,OUT,2026-01-09T14:36:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2948,DT-2026-000276,2026,276,IN,2026-01-12T08:29:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
2949,DT-2026-000277,2026,277,IN,2026-01-12T08:52:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2950,DT-2026-000278,2026,278,IN,2026-01-12T09:36:00,,Bayberry Rd.-Northfield,Bayberry Rd.-Northfield,Don Wartko Construction,206.0,POND15,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
2951,DT-2026-000279,2026,279,OUT,2026-01-12T09:37:00,,Bayberry Rd.-Northfield,Bayberry Rd.-Northfield,Don Wartko Construction,206.0,POND15,21.0,sand (screened),1.0,Load,,,,N,108.0,True,
2952,DT-2026-000280,2026,280,IN,2026-01-12T09:47:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2953,DT-2026-000281,2026,281,IN,2026-01-12T09:55:00,4316.0,2748,Canterbury Golf Club (2748),MREX,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2954,DT-2026-000282,2026,282,IN,2026-01-12T10:09:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2955,DT-2026-000283,2026,283,IN,2026-01-12T10:29:00,4316.0,2748,Canterbury Golf Club (2748),MREX,124.0,ME7190,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2956,DT-2026-000284,2026,284,IN,2026-01-12T10:40:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2957,DT-2026-000285,2026,285,IN,2026-01-12T11:06:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2958,DT-2026-000286,2026,286,IN,2026-01-12T11:08:00,,JCU,JCU,North Coast Paving,218.0,KT316,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2959,DT-2026-000287,2026,287,IN,2026-01-12T11:10:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,56.0,DEV7,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2960,DT-2026-000288,2026,288,IN,2026-01-12T11:47:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2961,DT-2026-000289,2026,289,IN,2026-01-12T12:14:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2962,DT-2026-000290,2026,290,IN,2026-01-12T12:31:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2963,DT-2026-000291,2026,291,IN,2026-01-12T12:51:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2964,DT-2026-000292,2026,292,IN,2026-01-12T12:59:00,,JCU,JCU,North Coast Paving,218.0,KT316,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2965,DT-2026-000293,2026,293,IN,2026-01-12T13:04:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2966,DT-2026-000294,2026,294,IN,2026-01-12T13:20:00,4330.0,2762,Misc. Hydrovac CLE 2026 (2762),MREX,126.0,MEHYD,23.0,Slop,1.0,Load,,,,N,500.0,True,
2967,DT-2026-000295,2026,295,IN,2026-01-12T13:31:00,4316.0,2748,Canterbury Golf Club (2748),MREX,124.0,ME7190,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2968,DT-2026-000296,2026,296,IN,2026-01-12T13:34:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,19.0,Rubble,1.0,Load,,,,N,165.0,True,
2969,DT-2026-000297,2026,297,IN,2026-01-12T13:36:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2970,DT-2026-000298,2026,298,IN,2026-01-12T13:39:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,56.0,DEV7,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2971,DT-2026-000299,2026,299,IN,2026-01-12T13:59:00,,JCU,JCU,North Coast Paving,218.0,KT316,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2972,DT-2026-000300,2026,300,IN,2026-01-12T14:02:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2973,DT-2026-000301,2026,301,OUT,2026-01-12T14:02:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2974,DT-2026-000302,2026,302,IN,2026-01-12T14:38:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2975,DT-2026-000303,2026,303,IN,2026-01-12T14:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2976,DT-2026-000304,2026,304,OUT,2026-01-12T14:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2977,DT-2026-000305,2026,305,IN,2026-01-12T14:59:00,,JCU,JCU,North Coast Paving,218.0,KT316,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2978,DT-2026-000306,2026,306,IN,2026-01-12T15:09:00,4316.0,2748,Canterbury Golf Club (2748),MREX,124.0,ME7190,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2979,DT-2026-000307,2026,307,OUT,2026-01-12T15:37:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2980,DT-2026-000308,2026,308,IN,2026-01-12T16:02:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,19.0,Rubble,1.0,Load,,,,N,165.0,True,
2981,DT-2026-000309,2026,309,OUT,2026-01-13T07:56:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2982,DT-2026-000310,2026,310,OUT,2026-01-13T08:08:00,,Bayberry Rd.-Northfield,Bayberry Rd.-Northfield,Don Wartko Construction,206.0,POND15,21.0,sand (screened),1.0,Load,,,,N,108.0,True,
2983,DT-2026-000311,2026,311,IN,2026-01-13T08:15:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2984,DT-2026-000312,2026,312,IN,2026-01-13T08:28:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2985,DT-2026-000313,2026,313,IN,2026-01-13T08:47:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2986,DT-2026-000314,2026,314,IN,2026-01-13T08:48:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
2987,DT-2026-000315,2026,315,OUT,2026-01-13T08:48:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2988,DT-2026-000316,2026,316,OUT,2026-01-13T09:17:00,,Bayberry Rd.-Northfield,Bayberry Rd.-Northfield,Don Wartko Construction,206.0,POND15,21.0,sand (screened),1.0,Load,,,,N,108.0,True,
2989,DT-2026-000317,2026,317,IN,2026-01-13T09:26:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2990,DT-2026-000318,2026,318,OUT,2026-01-13T09:38:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2991,DT-2026-000319,2026,319,IN,2026-01-13T09:47:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2992,DT-2026-000320,2026,320,IN,2026-01-13T09:49:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2993,DT-2026-000321,2026,321,IN,2026-01-13T10:20:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2994,DT-2026-000322,2026,322,OUT,2026-01-13T10:20:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2995,DT-2026-000323,2026,323,IN,2026-01-13T10:25:00,,JCU,JCU,North Coast Paving,218.0,KT316,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2996,DT-2026-000324,2026,324,IN,2026-01-13T10:27:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2997,DT-2026-000325,2026,325,IN,2026-01-13T10:39:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2998,DT-2026-000326,2026,326,IN,2026-01-13T10:48:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2999,DT-2026-000327,2026,327,IN,2026-01-13T10:52:00,,JCU,JCU,North Coast Paving,219.0,KT110,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3000,DT-2026-000328,2026,328,OUT,2026-01-13T10:56:00,,Bayberry Rd.-Northfield,Bayberry Rd.-Northfield,Don Wartko Construction,206.0,POND15,21.0,sand (screened),1.0,Load,,,,N,108.0,True,
3001,DT-2026-000329,2026,329,IN,2026-01-13T10:59:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3002,DT-2026-000330,2026,330,IN,2026-01-13T11:01:00,,Shaker Hts.,Shaker Hts.,Don Wartko Construction,72.0,TK095,23.0,Slop,1.0,Load,,,,N,500.0,True,
3003,DT-2026-000331,2026,331,IN,2026-01-13T11:03:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
3004,DT-2026-000332,2026,332,IN,2026-01-13T11:25:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
3005,DT-2026-000333,2026,333,IN,2026-01-13T11:56:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3006,DT-2026-000334,2026,334,OUT,2026-01-13T11:56:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
3007,DT-2026-000335,2026,335,IN,2026-01-13T12:25:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
3008,DT-2026-000336,2026,336,IN,2026-01-13T12:26:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3009,DT-2026-000337,2026,337,OUT,2026-01-13T12:26:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3010,DT-2026-000338,2026,338,IN,2026-01-13T12:29:00,,JCU,JCU,North Coast Paving,219.0,KT110,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3011,DT-2026-000339,2026,339,OUT,2026-01-13T12:36:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3012,DT-2026-000340,2026,340,IN,2026-01-13T12:42:00,,Madison Ave - Lakewood,Madison Ave - Lakewood,Don Wartko Construction,63.0,TK046,23.0,Slop,1.0,Load,,,,N,500.0,True,
3013,DT-2026-000341,2026,341,IN,2026-01-13T12:43:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
3014,DT-2026-000342,2026,342,IN,2026-01-13T12:48:00,,Madison Ave - Lakewood,Madison Ave - Lakewood,Don Wartko Construction,64.0,TK052,23.0,Slop,1.0,Load,,,,N,500.0,True,
3015,DT-2026-000343,2026,343,OUT,2026-01-13T13:12:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3016,DT-2026-000344,2026,344,OUT,2026-01-13T13:28:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3017,DT-2026-000345,2026,345,IN,2026-01-13T13:35:00,,JCU,JCU,North Coast Paving,219.0,KT110,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3018,DT-2026-000346,2026,346,OUT,2026-01-13T13:42:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,21.0,sand (screened),1.0,Load,,,,N,198.0,True,
3019,DT-2026-000347,2026,347,IN,2026-01-13T13:44:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
3020,DT-2026-000348,2026,348,OUT,2026-01-13T13:51:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3021,DT-2026-000349,2026,349,IN,2026-01-12T14:21:00,4330.0,2762,Misc. Hydrovac CLE 2026 (2762),MREX,126.0,MEHYD,23.0,Slop,1.0,Load,,,,N,500.0,True,
3022,DT-2026-000350,2026,350,IN,2026-01-13T14:22:00,3923.0,7355,CLE Zoo Perimeter (7355),Petty Group LLC,126.0,MEHYD,23.0,Slop,1.0,Load,,,,Y,500.0,True,
3023,DT-2026-000351,2026,351,OUT,2026-01-13T14:34:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",114.0,MID910,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3024,DT-2026-000352,2026,352,IN,2026-01-13T14:37:00,,JCU,JCU,North Coast Paving,219.0,KT110,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3025,DT-2026-000353,2026,353,IN,2026-01-13T14:53:00,,JCU,JCU,North Coast Paving,217.0,BR247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
3026,DT-2026-000354,2026,354,IN,2026-01-13T16:19:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3027,DT-2026-000355,2026,355,OUT,2026-01-14T08:27:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
3028,DT-2026-000356,2026,356,IN,2026-01-14T08:31:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3029,DT-2026-000357,2026,357,IN,2026-01-14T08:49:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3030,DT-2026-000358,2026,358,IN,2026-01-14T09:13:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3031,DT-2026-000359,2026,359,IN,2026-01-14T09:15:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
3032,DT-2026-000360,2026,360,IN,2026-01-14T09:49:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,212.0,JEFF333,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3033,DT-2026-000361,2026,361,IN,2026-01-14T10:05:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,52.0,DEV3,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
3034,DT-2026-000362,2026,362,IN,2026-01-14T10:11:00,,93rd & Wamelink Ave. - Woodhill Station,93rd & Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",145.0,NC2,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3035,DT-2026-000363,2026,363,IN,2026-01-14T10:21:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3036,DT-2026-000364,2026,364,IN,2026-01-14T10:23:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3037,DT-2026-000365,2026,365,IN,2026-01-14T10:27:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3038,DT-2026-000366,2026,366,IN,2026-01-14T10:27:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3039,DT-2026-000367,2026,367,IN,2026-01-14T10:42:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3040,DT-2026-000368,2026,368,IN,2026-01-14T10:43:00,,Job #3853 Edgepark,Job #3853 Edgepark,"Middleton Mechanical, LLC",112.0,MID906,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
3041,DT-2026-000369,2026,369,IN,2026-01-14T10:46:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
3042,DT-2026-000370,2026,370,IN,2026-01-14T10:51:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3043,DT-2026-000371,2026,371,IN,2026-01-14T10:52:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,212.0,JEFF333,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3044,DT-2026-000372,2026,372,IN,2026-01-14T11:04:00,,93rd & Wamelink Ave. - Woodhill Station,93rd & Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",145.0,NC2,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3045,DT-2026-000373,2026,373,IN,2026-01-14T11:21:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
