id,ticket_number,ticket_year,ticket_sequence,direction,created_at,job_id,job_code_snapshot,job_name_snapshot,customer_snapshot,truck_id,truck_number_snapshot,material_id,material_name_snapshot,quantity,unit,notes,pdf_path,pdf_blob,tax_exempt,cost,active,modified_to_id
3046,DT-2026-000374,2026,374,IN,2026-01-14T11:33:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3047,DT-2026-000375,2026,375,IN,2026-01-14T11:42:00,,Bayberry Rd.-Northfield,Bayberry Rd.-Northfield,Don Wartko Construction,67.0,TK083,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3048,DT-2026-000376,2026,376,IN,2026-01-14T11:44:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,220.0,C2H21,11.0,Broken Concrete,1.0,Load,,,,N,165.0,True,
3049,DT-2026-000377,2026,377,OUT,2026-01-14T11:45:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
3050,DT-2026-000378,2026,378,IN,2026-01-14T11:45:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3051,DT-2026-000379,2026,379,OUT,2026-01-14T11:46:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,21.0,sand (screened),1.0,Load,,,,N,198.0,True,
3052,DT-2026-000380,2026,380,IN,2026-01-14T11:47:00,,Job #3853 Edgepark,Job #3853 Edgepark,"Middleton Mechanical, LLC",112.0,MID906,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
3053,DT-2026-000381,2026,381,IN,2026-01-14T11:51:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,54.0,DEV5,11.0,Broken Concrete,1.0,Load,,,,N,165.0,True,
3054,DT-2026-000382,2026,382,IN,2026-01-14T12:01:00,,93rd & Wamelink Ave. - Woodhill Station,93rd & Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",145.0,NC2,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3055,DT-2026-000383,2026,383,IN,2026-01-14T12:08:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3056,DT-2026-000384,2026,384,IN,2026-01-14T12:19:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,56.0,DEV7,11.0,Broken Concrete,1.0,Load,,,,N,165.0,True,
3057,DT-2026-000385,2026,385,IN,2026-01-14T12:26:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3058,DT-2026-000386,2026,386,OUT,2026-01-14T12:27:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
3059,DT-2026-000387,2026,387,IN,2026-01-14T12:35:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,52.0,DEV3,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
3060,DT-2026-000388,2026,388,IN,2026-01-14T12:39:00,,Shaker Hts.,Shaker Hts.,Don Wartko Construction,61.0,TK041,23.0,Slop,1.0,Load,,,,N,500.0,True,
3061,DT-2026-000389,2026,389,IN,2026-01-14T12:45:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,220.0,C2H21,11.0,Broken Concrete,1.0,Load,,,,N,165.0,True,
3062,DT-2026-000390,2026,390,OUT,2026-01-14T12:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
3063,DT-2026-000391,2026,391,IN,2026-01-14T12:56:00,,93rd & Wamelink Ave. - Woodhill Station,93rd & Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",145.0,NC2,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3064,DT-2026-000392,2026,392,IN,2026-01-14T13:01:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3065,DT-2026-000393,2026,393,OUT,2026-01-14T13:17:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3066,DT-2026-000394,2026,394,IN,2026-01-14T13:36:00,,Job #3853 Edgepark,Job #3853 Edgepark,"Middleton Mechanical, LLC",112.0,MID906,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3067,DT-2026-000395,2026,395,IN,2026-01-14T13:47:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,220.0,C2H21,11.0,Broken Concrete,1.0,Load,,,,N,165.0,True,
3068,DT-2026-000396,2026,396,IN,2026-01-14T13:50:00,,93rd & Wamelink Ave. - Woodhill Station,93rd & Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",145.0,NC2,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3069,DT-2026-000397,2026,397,IN,2026-01-14T13:55:00,4148.0,15339,Beechmont Country Club (15339),Eagle Abatement,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3070,DT-2026-000398,2026,398,IN,2026-01-14T14:03:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,212.0,JEFF333,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3071,DT-2026-000399,2026,399,IN,2026-01-14T14:15:00,4043.0,7476,N. Ohio Blanket Mills (7476),Petty Group LLC,126.0,MEHYD,23.0,Slop,1.0,Load,,,,N,500.0,True,
3072,DT-2026-000400,2026,400,IN,2026-01-14T14:38:00,,93rd & Wamelink Ave. - Woodhill Station,93rd & Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",145.0,NC2,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3073,DT-2026-000401,2026,401,IN,2026-01-14T14:42:00,,Madison Ave - Lakewood,Madison Ave - Lakewood,Don Wartko Construction,63.0,TK046,23.0,Slop,1.0,Load,,,,N,500.0,True,
3074,DT-2026-000402,2026,402,IN,2026-01-14T15:04:00,,Job #3853 Edgepark,Job #3853 Edgepark,"Middleton Mechanical, LLC",112.0,MID906,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
3075,DT-2026-000403,2026,403,IN,2026-01-14T15:15:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3076,DT-2026-000404,2026,404,OUT,2026-01-14T15:15:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3077,DT-2026-000405,2026,405,OUT,2026-01-14T15:22:00,,Job #3853 Edgepark,Job #3853 Edgepark,"Middleton Mechanical, LLC",112.0,MID906,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
3078,DT-2026-000406,2026,406,IN,2026-01-14T15:24:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,52.0,DEV3,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
3079,DT-2026-000407,2026,407,OUT,2026-01-14T15:32:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3080,DT-2026-000408,2026,408,IN,2026-01-14T15:34:00,,93rd & Wamelink Ave. - Woodhill Station,93rd & Wamelink Ave. - Woodhill Station,"North Coast Concrete, Inc.",145.0,NC2,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3081,DT-2026-000409,2026,409,IN,2026-01-14T15:49:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5229,DT-2026-002557,2026,2557,OUT,2026-03-31T08:56:00,,Brecksville,Brecksville,Don Wartko Construction,68.0,TK084,3.0,#304 Limestone,1.0,Load,,,,N,560.0,True,
3082,DT-2026-000410,2026,410,IN,2026-01-16T09:24:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3083,DT-2026-000411,2026,411,IN,2026-01-16T09:30:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3084,DT-2026-000412,2026,412,IN,2026-01-16T10:44:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3085,DT-2026-000413,2026,413,OUT,2026-01-16T10:44:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,21.0,sand (screened),1.0,Load,,,,N,198.0,True,
3086,DT-2026-000414,2026,414,IN,2026-01-16T10:57:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3087,DT-2026-000415,2026,415,OUT,2026-01-16T10:57:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3088,DT-2026-000416,2026,416,OUT,2026-01-16T12:56:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3089,DT-2026-000417,2026,417,OUT,2026-01-16T12:57:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3090,DT-2026-000418,2026,418,IN,2026-01-20T09:07:00,,Bedford Hts.,Bedford Hts.,Shook Construction Co.,216.0,RL14,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3091,DT-2026-000419,2026,419,IN,2026-01-20T09:56:00,,Bedford Hts.,Bedford Hts.,Shook Construction Co.,163.0,RL10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3092,DT-2026-000420,2026,420,IN,2026-01-20T10:28:00,,Bedford Hts.,Bedford Hts.,Shook Construction Co.,216.0,RL14,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3093,DT-2026-000421,2026,421,IN,2026-01-20T11:51:00,,Bedford Hts.,Bedford Hts.,Shook Construction Co.,163.0,RL10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3094,DT-2026-000422,2026,422,IN,2026-01-20T12:26:00,,Bedford Hts.,Bedford Hts.,Shook Construction Co.,216.0,RL14,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3095,DT-2026-000423,2026,423,IN,2026-01-21T08:36:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3096,DT-2026-000424,2026,424,IN,2026-01-21T08:36:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3097,DT-2026-000425,2026,425,IN,2026-01-21T08:42:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3098,DT-2026-000426,2026,426,IN,2026-01-21T09:24:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
3099,DT-2026-000427,2026,427,IN,2026-01-21T09:42:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3100,DT-2026-000428,2026,428,IN,2026-01-21T09:47:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3101,DT-2026-000429,2026,429,IN,2026-01-21T09:48:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3102,DT-2026-000430,2026,430,IN,2026-01-21T09:52:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3103,DT-2026-000431,2026,431,IN,2026-01-21T10:28:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3104,DT-2026-000432,2026,432,OUT,2026-01-21T10:28:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3105,DT-2026-000433,2026,433,IN,2026-01-21T11:08:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3106,DT-2026-000434,2026,434,IN,2026-01-21T11:11:00,,Edgepark Dr.,Edgepark Dr.,"Middleton Mechanical, LLC",112.0,MID906,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
3107,DT-2026-000435,2026,435,IN,2026-01-21T11:14:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3108,DT-2026-000436,2026,436,IN,2026-01-21T11:16:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3109,DT-2026-000437,2026,437,OUT,2026-01-21T11:16:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3110,DT-2026-000438,2026,438,IN,2026-01-21T11:28:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3111,DT-2026-000439,2026,439,IN,2026-01-21T11:54:00,,Shaker Hts.,Shaker Hts.,Don Wartko Construction,72.0,TK095,23.0,Slop,1.0,Load,,,,N,500.0,True,
3112,DT-2026-000440,2026,440,IN,2026-01-21T12:39:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3113,DT-2026-000441,2026,441,OUT,2026-01-21T12:40:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3114,DT-2026-000442,2026,442,IN,2026-01-21T12:43:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3115,DT-2026-000443,2026,443,OUT,2026-01-21T12:44:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3116,DT-2026-000444,2026,444,IN,2026-01-21T13:27:00,,Brecksville Rd.,Brecksville Rd.,Don Wartko Construction,221.0,5POND,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
3117,DT-2026-000445,2026,445,IN,2026-01-21T13:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3118,DT-2026-000446,2026,446,IN,2026-01-21T13:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3119,DT-2026-000447,2026,447,OUT,2026-01-21T13:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3120,DT-2026-000448,2026,448,OUT,2026-01-21T13:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3121,DT-2026-000449,2026,449,IN,2026-01-21T13:54:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3122,DT-2026-000450,2026,450,OUT,2026-01-21T13:55:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3123,DT-2026-000451,2026,451,IN,2026-01-21T14:05:00,,Edgepark Dr.,Edgepark Dr.,"Middleton Mechanical, LLC",112.0,MID906,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3124,DT-2026-000452,2026,452,IN,2026-01-21T14:46:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3125,DT-2026-000453,2026,453,OUT,2026-01-21T14:46:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3126,DT-2026-000454,2026,454,IN,2026-01-21T14:57:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3127,DT-2026-000455,2026,455,IN,2026-01-21T15:06:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3128,DT-2026-000456,2026,456,IN,2026-01-21T15:14:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3129,DT-2026-000457,2026,457,OUT,2026-01-21T15:14:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
3130,DT-2026-000458,2026,458,IN,2026-01-21T15:49:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3131,DT-2026-000459,2026,459,IN,2026-01-21T15:57:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3132,DT-2026-000460,2026,460,IN,2026-01-21T16:03:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3133,DT-2026-000461,2026,461,OUT,2026-01-22T08:04:00,,Brecksville Rd.,Brecksville Rd.,Don Wartko Construction,221.0,5POND,21.0,sand (screened),1.0,Load,,,,N,108.0,True,
3134,DT-2026-000462,2026,462,IN,2026-01-22T08:10:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3135,DT-2026-000463,2026,463,IN,2026-01-22T08:13:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3136,DT-2026-000464,2026,464,IN,2026-01-22T08:28:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3137,DT-2026-000465,2026,465,IN,2026-01-22T08:30:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
3138,DT-2026-000466,2026,466,IN,2026-01-22T08:35:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,97.0,MAK22,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3139,DT-2026-000467,2026,467,IN,2026-01-22T08:42:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,35.0,DC28,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3140,DT-2026-000468,2026,468,IN,2026-01-22T08:43:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3141,DT-2026-000469,2026,469,IN,2026-01-22T09:06:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3142,DT-2026-000470,2026,470,IN,2026-01-22T09:10:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",109.0,MID901,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3143,DT-2026-000471,2026,471,IN,2026-01-22T09:23:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,214.0,11FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3144,DT-2026-000472,2026,472,IN,2026-01-22T09:26:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
3145,DT-2026-000473,2026,473,IN,2026-01-22T09:29:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3146,DT-2026-000474,2026,474,IN,2026-01-22T09:40:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,35.0,DC28,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3147,DT-2026-000475,2026,475,IN,2026-01-22T09:40:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3148,DT-2026-000476,2026,476,OUT,2026-01-22T09:41:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,35.0,DC28,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3149,DT-2026-000477,2026,477,IN,2026-01-22T09:49:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3150,DT-2026-000478,2026,478,OUT,2026-01-22T09:49:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3151,DT-2026-000479,2026,479,IN,2026-01-22T09:52:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,97.0,MAK22,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3152,DT-2026-000480,2026,480,IN,2026-01-22T09:54:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
3153,DT-2026-000481,2026,481,IN,2026-01-22T10:17:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3154,DT-2026-000482,2026,482,OUT,2026-01-22T10:24:00,,Brecksville Rd.,Brecksville Rd.,Don Wartko Construction,221.0,5POND,21.0,sand (screened),1.0,Load,,,,N,108.0,True,
3155,DT-2026-000483,2026,483,IN,2026-01-22T10:40:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,214.0,11FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3156,DT-2026-000484,2026,484,IN,2026-01-22T10:48:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,35.0,DC28,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3157,DT-2026-000485,2026,485,OUT,2026-01-22T10:48:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,35.0,DC28,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3158,DT-2026-000486,2026,486,IN,2026-01-22T10:51:00,4450.0,2771,Kenjoh Outdoor (2771),MREX,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3159,DT-2026-000487,2026,487,IN,2026-01-22T10:56:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
3160,DT-2026-000488,2026,488,OUT,2026-01-22T10:57:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
3161,DT-2026-000489,2026,489,IN,2026-01-22T11:01:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
