Ticket #,Date,Time,Truck #,Trucksize, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,date_time,Truck #_clean
171598,2026-02-26,12:02 PM,pratt809,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-26T12:02:00,pratt809
171599,2026-02-26,12:02 PM,rar835,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T12:02:00,rar835
171600,2026-02-26,12:07 PM,mak21,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T12:07:00,mak21
171601,2026-02-26,12:15 PM,gace26,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T12:15:00,gace26
171602,2026-02-26,12:57 PM,mal07,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T12:57:00,mal07
171603,2026-02-26,1:07 PM,del03,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T13:07:00,del03
171604,2026-02-26,1:17 PM,rar835,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T13:17:00,rar835
171605,2026-02-26,1:31 PM,mak21,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T13:31:00,mak21
171606,2026-02-26,1:31 PM,mehyd,Hydrovac,$500.00 ,Petty Group LLC,CHIA Fence '25-'27 (7383),7383,Slop,IN,2026,2026-02-26T13:31:00,mehyd
171607,2026-02-26,1:33 PM,gace26,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T13:33:00,gace26
171608,2026-02-26,1:50 PM,dlp22,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-26T13:50:00,dlp22
171609,2026-02-26,1:50 PM,dlp22,Axle 4_5,$308.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,#1&2 Recycled Concrete,OUT,2026,2026-02-26T13:50:00,dlp22
171610,2026-02-26,1:50 PM,jdh05,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T13:50:00,jdh05
171611,2026-02-26,2:09 PM,mal07,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-02-26T14:09:00,mal07
171612,2026-02-26,2:21 PM,rar835,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T14:21:00,rar835
171613,2026-02-26,2:26 PM,mak21,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T14:26:00,mak21
171614,2026-02-26,2:36 PM,gace26,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T14:36:00,gace26
171615,2026-02-26,3:12 PM,del03,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T15:12:00,del03
171616,2026-02-26,3:25 PM,mal07,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T15:25:00,mal07
171617,2026-02-26,3:35 PM,rar835,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T15:35:00,rar835
171618,2026-02-26,3:46 PM,mak21,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T15:46:00,mak21
171619,2026-02-26,3:46 PM,jdh05,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T15:46:00,jdh05
171620,2026-02-26,3:48 PM,gace26,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-02-26T15:48:00,gace26
171621,2026-02-27,8:49 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-27T08:49:00,ohio1
171622,2026-02-27,9:53 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-27T09:53:00,ohio1
171623,2026-03-02,8:38 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,Broken Concrete,IN,2026,2026-03-02T08:38:00,ohio1
171624,2026-03-02,8:47 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,Broken Concrete,IN,2026,2026-03-02T08:47:00,dev5
171625,2026-03-02,8:51 AM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-03-02T08:51:00,dev3
171626,2026-03-02,9:01 AM,rl10,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T09:01:00,rl10
171627,2026-03-02,9:09 AM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,Broken Concrete,IN,2026,2026-03-02T09:09:00,don08
171628,2026-03-02,9:10 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-03-02T09:10:00,dev11
171629,2026-03-02,9:20 AM,fp27,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-03-02T09:20:00,fp27
171630,2026-03-02,9:48 AM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T09:48:00,dev3
171631,2026-03-02,9:49 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,Broken Concrete,IN,2026,2026-03-02T09:49:00,dev10
171632,2026-03-02,10:02 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T10:02:00,dev11
171633,2026-03-02,10:18 AM,mid903,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,Broken Concrete,IN,2026,2026-03-02T10:18:00,mid903
171634,2026-03-02,10:36 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T10:36:00,dev5
171635,2026-03-02,10:40 AM,fp27,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T10:40:00,fp27
171636,2026-03-02,10:41 AM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T10:41:00,dev3
171637,2026-03-02,10:49 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T10:49:00,dev11
171638,2026-03-02,11:05 AM,rl10,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T11:05:00,rl10
171639,2026-03-02,11:06 AM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,Broken Concrete,IN,2026,2026-03-02T11:06:00,don08
171640,2026-03-02,11:32 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T11:32:00,dev10
171641,2026-03-02,11:35 AM,fp27,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T11:35:00,fp27
171642,2026-03-02,11:42 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T11:42:00,dev11
171643,2026-03-02,12:15 PM,rl10,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T12:15:00,rl10
171644,2026-03-02,12:35 PM,fp27,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T12:35:00,fp27
171645,2026-03-02,12:46 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T12:46:00,dev11
171646,2026-03-02,1:00 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,Broken Concrete,IN,2026,2026-03-02T13:00:00,don08
171647,2026-03-02,1:21 PM,rl10,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T13:21:00,rl10
171648,2026-03-02,1:32 PM,fp27,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T13:32:00,fp27
171649,2026-03-02,1:38 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T13:38:00,dev11
171650,2026-03-02,1:45 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T13:45:00,dev5
171651,2026-03-02,1:59 PM,tk084,TriAxle,$120.00 ,Don Wartko Construction,Brecksville,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T13:59:00,tk084
171652,2026-03-02,2:25 PM,rl10,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T14:25:00,rl10
171653,2026-03-02,2:28 PM,fp27,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Rubble,IN,2026,2026-03-02T14:28:00,fp27
171654,2026-03-02,2:29 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T14:29:00,dev10
171655,2026-03-02,2:35 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T14:35:00,dev11
171656,2026-03-02,3:22 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T15:22:00,don08
171657,2026-03-02,3:23 PM,rl10,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T15:23:00,rl10
171658,2026-03-02,3:40 PM,fp27,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T15:40:00,fp27
171659,2026-03-02,3:48 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-02T15:48:00,dev11
171660,2026-03-02,4:12 PM,dev3,Axle 4_5,$165.00 ,MREX,Lorain Correctional (7443),7443,other clean hard fill (rubble & mixed material),IN,2026,2026-03-02T16:12:00,dev3
171661,2026-03-03,7:30 AM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T07:30:00,don08
171662,2026-03-03,7:31 AM,don08,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-03-03T07:31:00,don08
171663,2026-03-03,7:39 AM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T07:39:00,don02
171664,2026-03-03,7:49 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T07:49:00,dev11
171665,2026-03-03,7:50 AM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T07:50:00,dev5
171666,2026-03-03,7:57 AM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T07:57:00,dev10
171667,2026-03-03,8:24 AM,jdh05,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T08:24:00,jdh05
171668,2026-03-03,8:55 AM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T08:55:00,dev5
171669,2026-03-03,9:04 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T09:04:00,dev11
171670,2026-03-03,9:11 AM,mil7410,TriAxle,$144.00 ,"Miller Pipeline, LLC",Lee Rd.,,sand (screened),OUT,2026,2026-03-03T09:11:00,mil7410
171671,2026-03-03,9:21 AM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T09:21:00,don02
171672,2026-03-03,9:26 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T09:26:00,ohio1
171673,2026-03-03,9:38 AM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T09:38:00,dev10
171674,2026-03-03,9:46 AM,mil7410,TriAxle,$560.00 ,"Miller Pipeline, LLC",Lee Rd.,,#304 Limestone,OUT,2026,2026-03-03T09:46:00,mil7410
171675,2026-03-03,9:47 AM,tk084,TriAxle,$120.00 ,Don Wartko Construction,Brecksville,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T09:47:00,tk084
171676,2026-03-03,9:47 AM,tk084,TriAxle,$560.00 ,Don Wartko Construction,Becksville,,#304 Limestone,OUT,2026,2026-03-03T09:47:00,tk084
171677,2026-03-03,9:49 AM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T09:49:00,don08
171678,2026-03-03,9:54 AM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T09:54:00,dev5
171679,2026-03-03,9:57 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T09:57:00,dev11
171680,2026-03-03,10:06 AM,jdh05,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T10:06:00,jdh05
171681,2026-03-03,10:30 AM,mike111,TriAxle,$120.00 ,Mike Coates Construction Co.,RTA,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T10:30:00,mike111
171682,2026-03-03,10:40 AM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T10:40:00,dev10
171683,2026-03-03,10:58 AM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T10:58:00,don02
171684,2026-03-03,11:00 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T11:00:00,dev11
171685,2026-03-03,11:01 AM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T11:01:00,dev5
171686,2026-03-03,11:21 AM,tk084,TriAxle,$120.00 ,Don Wartko Construction,Brecksville,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T11:21:00,tk084
171687,2026-03-03,11:22 AM,tk084,TriAxle,$560.00 ,Don Wartko Construction,Becksville,,#304 Limestone,OUT,2026,2026-03-03T11:22:00,tk084
171688,2026-03-03,11:25 AM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T11:25:00,don08
171689,2026-03-03,11:27 AM,jdh05,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T11:27:00,jdh05
171690,2026-03-03,11:37 AM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T11:37:00,dev10
171691,2026-03-03,11:45 AM,mike111,TriAxle,$120.00 ,Mike Coates Construction Co.,RTA,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T11:45:00,mike111
171692,2026-03-03,11:56 AM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T11:56:00,don02
171693,2026-03-03,12:17 PM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T12:17:00,dev5
171694,2026-03-03,12:22 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T12:22:00,don08
171695,2026-03-03,12:25 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T12:25:00,dev11
171696,2026-03-03,12:29 PM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T12:29:00,ohio1
171697,2026-03-03,12:47 PM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T12:47:00,dev10
171698,2026-03-03,12:48 PM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T12:48:00,don02
171699,2026-03-03,12:56 PM,tk084,TriAxle,$120.00 ,Don Wartko Construction,Brecksville,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T12:56:00,tk084
171700,2026-03-03,1:10 PM,mil9117,Hydrovac,$500.00 ,"Miller Pipeline, LLC",Lee Rd.,,Slop,IN,2026,2026-03-03T13:10:00,mil9117
171701,2026-03-03,1:25 PM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T13:25:00,dev5
171702,2026-03-03,1:27 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T13:27:00,dev11
171703,2026-03-03,1:29 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T13:29:00,don08
171704,2026-03-03,1:44 PM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T13:44:00,don02
171705,2026-03-03,1:51 PM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T13:51:00,ohio1
171706,2026-03-03,1:52 PM,mike111,TriAxle,$120.00 ,Mike Coates Construction Co.,RTA,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T13:52:00,mike111
171707,2026-03-03,1:55 PM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T13:55:00,dev10
171708,2026-03-03,2:20 PM,jdh05,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T14:20:00,jdh05
171709,2026-03-03,2:27 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T14:27:00,don08
171710,2026-03-03,2:34 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T14:34:00,dev11
171711,2026-03-03,2:42 PM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T14:42:00,dev5
171712,2026-03-03,2:46 PM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T14:46:00,don02
171713,2026-03-03,3:04 PM,dev3,Axle 4_5,$165.00 ,MREX,Lorain Correctional (7443),7443,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T15:04:00,dev3
171714,2026-03-03,3:20 PM,pond15,Tandem,$90.00 ,Don Wartko Construction,Brecksville,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T15:20:00,pond15
171715,2026-03-03,3:25 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T15:25:00,don08
171716,2026-03-03,3:39 PM,don02,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-03T15:39:00,don02
171717,2026-03-03,3:42 PM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-03T15:42:00,dev10
171718,2026-03-03,4:18 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T16:18:00,dev11
171719,2026-03-03,4:30 PM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-03T16:30:00,dev5
171720,2026-03-04,7:38 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-04T07:38:00,dev11
171721,2026-03-04,7:55 AM,dlp22,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-04T07:55:00,dlp22
171722,2026-03-04,7:55 AM,mak23,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T07:55:00,mak23
171723,2026-03-04,8:00 AM,lsj117,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:00:00,lsj117
171724,2026-03-04,8:02 AM,jdh05,Axle 4_5,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:02:00,jdh05
171725,2026-03-04,8:07 AM,pratt805,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:07:00,pratt805
171726,2026-03-04,8:12 AM,mbg424,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:12:00,mbg424
171727,2026-03-04,8:17 AM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-04T08:17:00,dev10
171728,2026-03-04,8:18 AM,dev3,Axle 4_5,$275.00 ,MREX,Lorain Correctional (7443),7443,Broken Asphalt (or material mixed asphalt),IN,2026,2026-03-04T08:18:00,dev3
171729,2026-03-04,8:25 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:25:00,ohio1
171730,2026-03-04,8:28 AM,del07,Axle 4_5,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:28:00,del07
171731,2026-03-04,8:40 AM,cs002,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:40:00,cs002
171732,2026-03-04,8:42 AM,del05,Axle 4_5,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:42:00,del05
171733,2026-03-04,8:44 AM,del04,Axle 4_5,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:44:00,del04
171734,2026-03-04,8:46 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-04T08:46:00,dev11
171735,2026-03-04,8:50 AM,dev5,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-04T08:50:00,dev5
171736,2026-03-04,8:52 AM,cpro34,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:52:00,cpro34
171737,2026-03-04,8:54 AM,mak23,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T08:54:00,mak23
171738,2026-03-04,9:03 AM,pratt805,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T09:03:00,pratt805
171739,2026-03-04,9:05 AM,dlp22,Axle 4_5,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,Broken Concrete,IN,2026,2026-03-04T09:05:00,dlp22
171740,2026-03-04,9:17 AM,lsj117,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T09:17:00,lsj117
171741,2026-03-04,9:18 AM,mbg424,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T09:18:00,mbg424
171742,2026-03-04,9:28 AM,jdh05,Axle 4_5,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T09:28:00,jdh05
171743,2026-03-04,9:30 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T09:30:00,ohio1
171744,2026-03-04,9:37 AM,cs002,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill (rubble & mixed material),IN,2026,2026-03-04T09:37:00,cs002
171745,2026-03-04,9:48 AM,dev10,Axle 4_5,$165.00 ,MREX,HKK Multifamily (2774),2774,Broken Concrete,IN,2026,2026-03-04T09:48:00,dev10
