Ticket #,Date,Time,Truck #,Trucksize, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,date_time,Truck #_clean
170451,2026-01-06,11:08 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T11:08:00,dev5
170452,2026-01-06,11:08 AM,dev5,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T11:08:00,dev5
170453,2026-01-06,11:14 AM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T11:14:00,dev7
170454,2026-01-06,11:14 AM,dev7,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T11:14:00,dev7
170455,2026-01-06,11:17 AM,mid909,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T11:17:00,mid909
170456,2026-01-06,11:31 AM,ut33,Axle 1,$75.00 ,Utilities Construction Co.,Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T11:31:00,ut33
170457,2026-01-06,11:34 AM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T11:34:00,dev3
170458,2026-01-06,11:34 AM,dev3,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T11:34:00,dev3
170459,2026-01-06,11:51 AM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T11:51:00,don08
170460,2026-01-06,11:51 AM,don08,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T11:51:00,don08
170461,2026-01-06,12:03 PM,mid902,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T12:03:00,mid902
170462,2026-01-06,12:20 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T12:20:00,dev5
170463,2026-01-06,12:21 PM,dev5,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T12:21:00,dev5
170464,2026-01-06,12:25 PM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T12:25:00,dev7
170465,2026-01-06,12:25 PM,dev7,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T12:25:00,dev7
170466,2026-01-06,12:25 PM,mid902,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-06T12:25:00,mid902
170467,2026-01-06,12:36 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T12:36:00,dev3
170468,2026-01-06,12:36 PM,dev3,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T12:36:00,dev3
170469,2026-01-06,12:45 PM,me7190,Axle 4_5,$165.00 ,Eagle Abatement,Foster Senior Lofts (15306),15306,Broken Concrete,IN,2026,2026-01-06T12:45:00,me7190
170470,2026-01-06,12:45 PM,me7190,Axle 4_5,$308.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,#1&2 Recycled Concrete,OUT,2026,2026-01-06T12:45:00,me7190
170471,2026-01-06,12:50 PM,mid909,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T12:50:00,mid909
170472,2026-01-06,12:50 PM,mid909,Axle 1,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,sand (screened),OUT,2026,2026-01-06T12:50:00,mid909
170473,2026-01-06,1:02 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T13:02:00,don08
170474,2026-01-06,1:02 PM,don08,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-06T13:02:00,don08
170475,2026-01-06,1:35 PM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T13:35:00,dev7
170476,2026-01-06,2:02 PM,mid909,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-06T14:02:00,mid909
170477,2026-01-06,2:36 PM,mehyd,Hydrovac,$500.00 ,Petty Group LLC,Riverview Elementary (7497),7497,Slop,IN,2026,2026-01-06T14:36:00,mehyd
170478,2026-01-06,3:26 PM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T15:26:00,mid904
170479,2026-01-06,3:27 PM,mid904,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-06T15:27:00,mid904
170480,2026-01-06,3:32 PM,mid909,Axle 1,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,sand (screened),OUT,2026,2026-01-06T15:32:00,mid909
170481,2026-01-06,3:44 PM,dev10,Axle 4_5,$275.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Broken Asphalt (or material mixed asphalt),IN,2026,2026-01-06T15:44:00,dev10
170482,2026-01-06,3:45 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T15:45:00,dev3
170483,2026-01-06,3:58 PM,don08,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T15:58:00,don08
170484,2026-01-06,4:00 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-06T16:00:00,dev5
170485,2026-01-07,7:33 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T07:33:00,dev5
170486,2026-01-07,7:38 AM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T07:38:00,dev3
170487,2026-01-07,7:46 AM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T07:46:00,dev7
170488,2026-01-07,7:58 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-01-07T07:58:00,dev10
170489,2026-01-07,8:20 AM,rl09,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T08:20:00,rl09
170490,2026-01-07,8:21 AM,rl21,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T08:21:00,rl21
170491,2026-01-07,9:20 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T09:20:00,dev5
170492,2026-01-07,9:22 AM,rl21,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T09:22:00,rl21
170493,2026-01-07,9:26 AM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T09:26:00,dev7
170494,2026-01-07,9:32 AM,rl09,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T09:32:00,rl09
170495,2026-01-07,9:43 AM,cmg969,Axle 4_5,$165.00 ,Credit Card Sales,Credit- CMG Contracting- Meadow Park,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T09:43:00,cmg969
170496,2026-01-07,9:48 AM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T09:48:00,dev3
170497,2026-01-07,10:10 AM,mid900,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T10:10:00,mid900
170498,2026-01-07,10:14 AM,rl21,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T10:14:00,rl21
170499,2026-01-07,10:46 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-01-07T10:46:00,dev10
170500,2026-01-07,10:52 AM,cmg969,Axle 4_5,$165.00 ,Credit Card Sales,Credit- CMG Contracting- Meadow Park,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T10:52:00,cmg969
170501,2026-01-07,11:12 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T11:12:00,dev5
170502,2026-01-07,11:18 AM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T11:18:00,dev3
170503,2026-01-07,11:21 AM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T11:21:00,dev7
170504,2026-01-07,11:36 AM,rl09,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T11:36:00,rl09
170505,2026-01-07,12:10 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T12:10:00,dev3
170506,2026-01-07,12:23 PM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T12:23:00,dev7
170507,2026-01-07,12:46 PM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-01-07T12:46:00,dev10
170508,2026-01-07,12:48 PM,badhyd,Hydrovac,$500.00 ,Credit Card Sales,Credit - Badger - Parma,,Slop,IN,2026,2026-01-07T12:48:00,badhyd
170509,2026-01-07,1:18 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T13:18:00,dev5
170510,2026-01-07,1:18 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T13:18:00,dev3
170511,2026-01-07,1:19 PM,dev3,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-07T13:19:00,dev3
170512,2026-01-07,1:19 PM,dev5,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-07T13:19:00,dev5
170513,2026-01-07,3:07 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T15:07:00,dev5
170514,2026-01-07,3:07 PM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T15:07:00,dev7
170515,2026-01-07,3:08 PM,dev7,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-07T15:08:00,dev7
170516,2026-01-07,3:08 PM,dev7,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-07T15:08:00,dev7
170517,2026-01-07,3:09 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T15:09:00,dev3
170518,2026-01-07,3:09 PM,dev3,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-07T15:09:00,dev3
170519,2026-01-07,3:10 PM,mid902,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,Broken Concrete,IN,2026,2026-01-07T15:10:00,mid902
170520,2026-01-07,3:10 PM,mid902,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-07T15:10:00,mid902
170521,2026-01-07,3:18 PM,me7207,Semi,$325.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Asphalt (or material mixed asphalt),IN,2026,2026-01-07T15:18:00,me7207
170522,2026-01-07,3:44 PM,mid909,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-07T15:44:00,mid909
170523,2026-01-07,3:45 PM,me7190,Axle 4_5,$275.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Asphalt (or material mixed asphalt),IN,2026,2026-01-07T15:45:00,me7190
170524,2026-01-07,3:46 PM,mid900,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T15:46:00,mid900
170525,2026-01-07,3:46 PM,mid900,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-07T15:46:00,mid900
170526,2026-01-07,4:18 PM,dev7,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T16:18:00,dev7
170527,2026-01-07,4:18 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T16:18:00,dev5
170528,2026-01-07,4:24 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-07T16:24:00,dev3
170529,2026-01-08,7:59 AM,dc33,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T07:59:00,dc33
170530,2026-01-08,8:16 AM,rl09,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T08:16:00,rl09
170531,2026-01-08,8:18 AM,mid909,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T08:18:00,mid909
170532,2026-01-08,8:29 AM,jeff333,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T08:29:00,jeff333
170533,2026-01-08,8:44 AM,10fp,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T08:44:00,10fp
170534,2026-01-08,8:45 AM,dc36,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T08:45:00,dc36
170535,2026-01-08,9:00 AM,dc33,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:00:00,dc33
170536,2026-01-08,9:20 AM,mid900,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:20:00,mid900
170537,2026-01-08,9:23 AM,mike111,TriAxle,$120.00 ,Mike Coates Construction Co.,RTA,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:23:00,mike111
170538,2026-01-08,9:32 AM,rl09,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:32:00,rl09
170539,2026-01-08,9:37 AM,dev10,Axle 4_5,$275.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Broken Asphalt (or material mixed asphalt),IN,2026,2026-01-08T09:37:00,dev10
170540,2026-01-08,9:40 AM,mid909,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:40:00,mid909
170541,2026-01-08,9:40 AM,mid909,Axle 1,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,sand (screened),OUT,2026,2026-01-08T09:40:00,mid909
170542,2026-01-08,9:50 AM,10fp,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:50:00,10fp
170543,2026-01-08,9:51 AM,10fp,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-08T09:51:00,10fp
170544,2026-01-08,9:55 AM,jeff333,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:55:00,jeff333
170545,2026-01-08,9:56 AM,dc36,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T09:56:00,dc36
170546,2026-01-08,9:56 AM,dc36,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-08T09:56:00,dc36
170547,2026-01-08,10:11 AM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T10:11:00,dev3
170548,2026-01-08,10:12 AM,dc33,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T10:12:00,dc33
170549,2026-01-08,10:12 AM,dev7,Axle 4_5,$275.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Asphalt (or material mixed asphalt),IN,2026,2026-01-08T10:12:00,dev7
170550,2026-01-08,10:20 AM,mike111,TriAxle,$120.00 ,Mike Coates Construction Co.,RTA,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T10:20:00,mike111
170551,2026-01-08,10:44 AM,mid902,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T10:44:00,mid902
170552,2026-01-08,10:48 AM,rl09,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T10:48:00,rl09
170553,2026-01-08,10:48 AM,dev5,Axle 4_5,$275.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Asphalt (or material mixed asphalt),IN,2026,2026-01-08T10:48:00,dev5
170554,2026-01-08,10:52 AM,11fp,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T10:52:00,11fp
170555,2026-01-08,10:59 AM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T10:59:00,dev3
170556,2026-01-08,10:59 AM,dev7,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T10:59:00,dev7
170557,2026-01-08,11:02 AM,10fp,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T11:02:00,10fp
170558,2026-01-08,11:04 AM,dc36,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T11:04:00,dc36
170559,2026-01-08,11:04 AM,dc36,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-08T11:04:00,dc36
170560,2026-01-08,11:14 AM,dc33,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T11:14:00,dc33
170561,2026-01-08,11:20 AM,mid902,Axle 1,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,sand (screened),OUT,2026,2026-01-08T11:20:00,mid902
170562,2026-01-08,11:21 AM,jeff333,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T11:21:00,jeff333
170563,2026-01-08,11:24 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T11:24:00,dev10
170564,2026-01-08,11:41 AM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T11:41:00,dev5
170565,2026-01-08,11:50 AM,11fp,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T11:50:00,11fp
170566,2026-01-08,11:56 AM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T11:56:00,dev3
170567,2026-01-08,12:00 PM,dev7,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T12:00:00,dev7
170568,2026-01-08,12:06 PM,10fp,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T12:06:00,10fp
170569,2026-01-08,12:18 PM,mid902,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-08T12:18:00,mid902
170570,2026-01-08,12:20 PM,dc33,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T12:20:00,dc33
170571,2026-01-08,12:21 PM,dc33,Axle 4_5,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 Recycled Concrete,OUT,2026,2026-01-08T12:21:00,dc33
170572,2026-01-08,12:22 PM,dc36,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T12:22:00,dc36
170573,2026-01-08,12:24 PM,rl09,Axle 4_5,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T12:24:00,rl09
170574,2026-01-08,12:27 PM,mike111,TriAxle,$120.00 ,Mike Coates Construction Co.,RTA,,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T12:27:00,mike111
170575,2026-01-08,12:33 PM,dev5,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T12:33:00,dev5
170576,2026-01-08,12:40 PM,dev10,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T12:40:00,dev10
170577,2026-01-08,12:44 PM,11fp,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T12:44:00,11fp
170578,2026-01-08,12:51 PM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T12:51:00,dev3
170579,2026-01-08,12:56 PM,dev7,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T12:56:00,dev7
170580,2026-01-08,1:02 PM,mid902,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,,#304 Limestone,OUT,2026,2026-01-08T13:02:00,mid902
170581,2026-01-08,1:04 PM,me7207,Semi,$195.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T13:04:00,me7207
170582,2026-01-08,1:17 PM,don08,Axle 4_5,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,Broken Concrete,IN,2026,2026-01-08T13:17:00,don08
170583,2026-01-08,1:18 PM,10fp,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T13:18:00,10fp
170584,2026-01-08,1:19 PM,dc36,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-01-08T13:19:00,dc36
